PEEQ,C1,C2,C3,C4
1.91,2.973380257304268,0.0089436170153641,0.2005025754898555,0.9285164285137378
1.92,2.9746265937485887,0.0089618496773077,0.2062573084095509,0.922972328109265
1.93,2.975847338999458,0.0089798627538169,0.2120348460167333,0.917396758980064
1.94,2.97704299775505,0.0089976568866984,0.2178300589344609,0.9117965676960036
1.95,2.978214065622573,0.0090152328401416,0.2236378237463671,0.9061786576046126
1.96,2.9793610292456973,0.0090325914919119,0.2294530407631994,0.9005499549995226
1.97,2.980484366431815,0.0090497338249713,0.2352706514199522,0.8949173750550705
1.98,2.98158454627904,0.0090666609195205,0.2410856551788205,0.8892877878828933
1.99,2.982662029302866,0.0090833739454576,0.2468931258201389,0.8836679850641507
2.0,2.983717267562411,0.009099874155242,0.2526882270118014,0.8780646470025151
2.01,2.984750704786149,0.0091161628771561,0.2584662270572092,0.8724843114285008
2.02,2.985762776497096,0.009132241508952,0.2642225127323952,0.8669333433654556
2.03,2.986753910137344,0.0091481115118704,0.2699526021344153,0.8614179068421457
2.04,2.9877245251919216,0.0091637744050194,0.2756521564752003,0.8559439386070073
2.05,2.988675033311884,0.0091792317600989,0.2813169907675645,0.8505171240655777
2.06,2.989605838436608,0.0091944851964553,0.2869430833628277,0.8451428756261903
2.07,2.990517336915232,0.0092095363764538,0.2925265843122394,0.8398263136006436
2.08,2.99140991762718,0.0092243870011507,0.298063822536977,0.8345722497670851
2.09,2.9922839621017534,0.0092390388062533,0.303551311803666,0.8293851736627471
2.1,2.993139844636721,0.009253493558351,0.3089857555140411,0.8242692416352047
2.11,2.9939779324158904,0.0092677530514039,0.3143640503283142,0.8192282686433543
2.12,2.9947985856256145,0.0092818191034739,0.3196832886519792,0.8142657227639776
2.13,2.995602157570207,0.0092956935536842,0.3249407600249915,0.809384722327196
2.14,2.996388994786232,0.0093093782593945,0.3301339514605006,0.8045880355748035
2.15,2.9971594371556454,0.0093228750935777,0.3352605467874577,0.7998780827097713
2.16,2.997913818017759,0.0093361859423859,0.3403184250574991,0.7952569401833997
2.17,2.9986524642800148,0.0093493127028931,0.3453056580814523,0.790726347048776
2.18,2.999375696527529,0.009362257281004,0.3502205071646789,0.7862877131954388
2.19,3.000083829131415,0.0093750215895159,0.3550614191132352,0.7819421292703399
2.2,3.0007771703558457,0.0093876075463257,0.3598270215846006,0.7776903780842094
2.21,3.001456022463852,0.0094000170727692,0.3645161178574802,0.7735329473000279
2.22,3.002120681821846,0.0094122520920858,0.3691276810950759,0.7694700432011824
2.23,3.002771439002853,0.0094243145279979,0.3736608481752458,0.7655016053407242
2.24,3.003408578888445,0.0094362063033979,0.3781149131592837,0.7616273218795627
2.25,3.004032380769374,0.0094479293391338,0.3824893204686806,0.7578466454300589
2.26,3.0046431184448856,0.0094594855528875,0.3867836578363163,0.7541588092319138
2.27,3.0052410603207247,0.0094708768581374,0.3909976490951285,0.7505628434991256
2.28,3.0058264695058194,0.0094821051632004,0.3951311468635272,0.7470575917897202
2.29,3.006399603907638,0.0094931723703464,0.3991841251827486,0.743641727263612
2.3,3.006960716326234,0.0095040803749804,0.40315667215704,0.7403137687080144
2.31,3.0075100545469597,0.0095148310648864,0.4070489826431465,0.7370720962239904
2.32,3.0080478614318604,0.0095254263195295,0.4108613510310543,0.7339149664817748
2.33,3.00857437500976,0.0095358680094109,0.4145941641534541,0.7308405274661918
2.34,3.009089828565016,0.0095461579954724,0.4182478943569166,0.7278468326466632
2.35,3.0095944507249706,0.0095562981285459,0.4218230927634352,0.724931854518791
2.36,3.0100884655460995,0.009566290248846,0.4253203827467642,0.7220934974762195
2.37,3.0105720925988524,0.0095761361855008,0.4287404536439646,0.719329609982322
2.38,3.0110455470512014,0.0095858377561197,0.4320840547187324,0.7166379960212014
2.39,3.011509039750905,0.009595396766394,0.4353519893895049,0.7140164258164692
2.4,3.011962777306487,0.0096048150097293,0.4385451097319788,0.7114626458143087
2.41,3.012406962166952,0.0096140942669068,0.4416643112625982,0.7089743879344157
2.42,3.012841792700228,0.0096232363057712,0.4447105280067344,0.7065493780985841
2.43,3.013267463270367,0.0096322428809441,0.4476847278527279,0.7041853440519945
2.44,3.013684164313493,0.0096411157335608,0.4505879081906595,0.7018800224967333
2.45,3.014092082412524,0.0096498565910289,0.4534210918326876,0.6996311655607421
2.46,3.0144914003706687,0.009658467166807,0.4561853232099956,0.697436546628373
2.47,3.01488229728371,0.0096669491602033,0.458881664839855,0.6952939655610191
2.48,3.015264948611098,0.0096753042561914,0.4615111940549848,0.6932012533380109
2.49,3.0156395262458404,0.0096835341252434,0.4640749999862977,0.6911562761491352
2.5,3.0160061985832325,0.0096916404231791,0.4665741807892157,0.6891569389708495
2.51,3.0163651305884143,0.009699624791029,0.4690098411030329,0.6872011886585428
2.52,3.01671648386278,0.0097074888549129,0.4713830897322596,0.6852870165871413
2.53,3.017060416709249,0.0097152342259302,0.4736950375385012,0.683412460871974
2.54,3.017397084196412,0.0097228625000644,0.4759467955311846,0.6815756082011897
2.55,3.0177266382215646,0.0097303752580979,0.4781394731453278,0.6797745953101763
2.56,3.018049227572644,0.009737774065539,0.4802741766945531,0.678007610127418
2.57,3.0183649979890785,0.0097450604725594,0.4823520079876325,0.6762728926200795
2.58,3.018674092221568,0.0097522360139415,0.4843740630970518,0.6745687353663553
