Strain,Tmp77.15K,Tmp233.15K,Tmp298.15K,Tmp373.15K,Tmp473.15K,Tmp573.15K,Tmp673.15K,Tmp77.15K_ref,Tmp233.15K_ref,Tmp298.15K_ref,Tmp373.15K_ref,Tmp473.15K_ref,Tmp573.15K_ref,Tmp673.15K_ref
0.017,1370.221793684021,1003.8249869824698,966.3840705,947.6991216508686,991.9887013051556,985.1595202,869.5272739008069,1.748966440085117,1.2812934533984512,1.2335034483673606,1.2096537704375014,1.2661854858268475,1.257468642596623,1.1098743486646863
0.018,1374.9796787632345,1009.0677503274252,970.6173953,952.2304741361512,996.656757,990.7864429,873.2675573893939,1.7550394578751445,1.287985375236143,1.2389069115434013,1.215437639488108,1.2721438443848299,1.2646509097365972,1.1146484883901646
0.019,1379.5233702328878,1014.0239934365524,974.5831006,956.4743425509514,1001.0631611866122,996.1028303478186,876.7727502993075,1.7608390765435638,1.2943115794366036,1.243968782193057,1.2208545606521384,1.2777682280279443,1.2714368062035664,1.1191225558686717
0.02,1383.8785808310618,1018.7157789566965,978.3105574,960.4607427,1005.2346106022682,1001.1398132086804,880.0701367588481,1.7663981161171713,1.3003002270093058,1.2487265497896,1.2259428464388438,1.2830927127705782,1.2778660675271991,1.1233313768670752
0.021,1388.0663049615127,1023.1619817582242,981.8246755,964.2156571868544,1009.1939640658592,1005.9242401058186,883.1828339491622,1.7717433740880006,1.3059754100501308,1.2532120094806702,1.2307356613343365,1.2881464758651187,1.283972963590819,1.1273044584142382
0.022,1392.103861149856,1027.379136,985.1467521,967.7617037225718,1012.9609403288108,1010.4793907969412,886.1305419757264,1.7768969560160652,1.3113582329445894,1.2574523452508164,1.235261874838265,1.29295468654668,1.2897872089378326,1.1310669459453766
0.023,1396.0056835487394,1031.3820120883329,988.2951295,971.1186688,1016.5526645755996,1014.8255555291998,888.9301397087402,1.781877285815427,1.3164675488046813,1.2614709694171404,1.2395467426516533,1.297539203592482,1.295334702266898,1.134640383839409
0.024,1399.7839258150243,1035.184004425678,991.2857105,974.3039381604104,1019.9841014206532,1018.9805076495768,891.5961625247728,1.7866998765497906,1.32132045439568,1.265288180491629,1.2436124561293314,1.3019191280039413,1.3006381296771143,1.1380433252137436
0.025,1403.4489241568426,1038.7974040401386,994.1323671,977.3328488,1023.268401476948,1022.9598907556864,894.1411883782712,1.7913779214709518,1.3259326381234813,1.2689216848504095,1.247478591584976,1.306111245370711,1.3057174588316411,1.1412918247102741
0.026,1407.0095542758677,1042.2335823725211,996.8472674,980.2189784687072,1026.4171813578248,1026.7775372128538,896.5761519595399,1.7959227496239092,1.3303186146224586,1.2723870139925701,1.2511624798106415,1.310130383268133,1.3105903455164631,1.1443998394901431
0.027,1410.4735080650269,1045.5031219722655,999.4411405,982.9743869528102,1029.440751852986,1030.4457313767582,898.9106019058963,1.8003441790269232,1.334491891577212,1.2756978626614868,1.254679514052569,1.3139897025036347,1.3152724696207192,1.1473795575409402
0.028,1413.8475093840568,1048.6159097024324,1001.923491,985.6098178019092,1032.3483053526254,1033.9754281196977,901.1529125542728,1.8046507920898498,1.3384650886904568,1.2788663626350245,1.2580434074977656,1.3177009363469887,1.3197778140660743,1.1502416679600949
0.029,1417.1374833960374,1051.581205284288,1004.302777,988.1348686912752,1035.1480709322414,1037.3764350979154,903.3104591402808,1.8088501517571893,1.3422500251741003,1.2819033099267299,1.2612664107264142,1.3212745884823034,1.3241188974547755,1.1529955845809237
0.03,1420.3486903544376,1054.4076935338926,1006.586555,990.5581359273492,1037.8474435552023,1040.6575654920368,905.3897634195746,1.8129489722753696,1.3458577864246073,1.2848183497378145,1.2643594961603104,1.3247200979236253,1.328306969029256,1.1556496318453688
0.031,1423.4858320537169,1057.1035258720203,1008.781604,992.8873377653216,1040.4530923968405,1043.8267666055176,907.3966152,1.8169532550674854,1.3492987770067268,1.2876201348597842,1.267332515466802,1.3280459772810242,1.3323521728166337,1.1582111999289944
0.032,1426.5531371576708,1059.6763548054607,1010.894023,995.1294201542188,1042.9710522023054,1046.8912286406514,909.3361742929555,1.8208683976473545,1.3525827646658115,1.2903164501245303,1.2701943345330016,1.3312599293707812,1.3362636864716266,1.1606868748728447
0.033,1429.554430122918,1062.133363801128,1012.929324,997.2906478,1045.406800762467,1049.8574771281951,911.213056,1.8246992815942285,1.3557189184594653,1.292914331110572,1.2729529496997425,1.3343689461064985,1.3400498392547604,1.163082547699508
0.034,1432.4931873112362,1064.4812941131072,1014.892498,999.376683,1047.7653249583195,1052.7314518175774,913.0314036954078,1.8284503441752056,1.3587158429998856,1.2954201483861945,1.2756155883867444,1.3373793927989164,1.343718212728714,1.1654035070583018
0.035,1435.3725830385983,1066.7264695459678,1016.788081,1001.3926538837476,1050.0511773349708,1055.518574302882,914.7949498550151,1.8321256371227372,1.3615816100620333,1.2978396917525878,1.2781887961959586,1.340297080367586,1.3472757270768827,1.1676545171231771
0.036,1438.195527670381,1068.8748197555406,1018.620206,1003.343214,1052.2685247853758,1058.223806235957,916.5070682896184,1.8357288752597776,1.3643237883250066,1.3001782366172303,1.2806785129691256,1.3431273274813322,1.350728715407242,1.1698398842640114
